objectID,title,artist,medium,department,culture,period,classification,imageURL
O213912,"Dish, fritware with incised decoration under a blue glaze, Iran, 16th or 17th century",Unknown,Fritware with incised decoration under a blue glaze,MES,Iran,16th century or 17th century,Dish,NA
O215529,"19thC, Frith F. Durham Cathedral, Cloisters 1117",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Durham,1850s to 1870s,Photograph,NA
O211105,"Volume of sweet wrappers Redundant stockbooks (7) of sweet wrappers etc.,  from the confectionery company Mackintosh.",Unknown,,PDP,NA,NA,Print,NA
O214802,"19thC, Frith, F. Near Brockham, Surrey 1616",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,NA,1850s to 1870s,Photograph,NA
O653034,"Jacques Androuet Du Cerceau, plate from the Grandes Grotesques, Paris, 1566.","Du Cerceau, Jacques Androuet (I)",Etching,PDP,Paris,1566,Etching,NA
O214956,"19thC, Frith, F. Calcutta, Metcalfe Hall 4218",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Calcutta,1850s to 1870s,Photograph,NA
O221278,"Photograph of Henry Irving, 19th c. Guy Little Collection.",Unknown,Sepia photograph on paper,T&P,Great Britain,19th century,Photograph,NA
O221729,"Trade labels, Fruit labels",Unknown,"Various techniques, including colour letterpress, screenprint etc.",PDP,NA,ca. 1985-1995,Print,NA
O220964,"Photograph of Tommaso Salvini, 19th c. Guy Little Collection",NA,Sepia photograph on paper,T&P,Great Britain,19th century,Photograph,NA
O215026,"19thC, Frith, F. Canterbury, East End Ruins 1074",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Canterbury,1850s to 1870s,Photograph,NA
O212445,Topographical photograph,Unknown,,PDP,NA,NA,Photograph,NA
O213424,One of three Christmas cards by Doris Harland Osborne,Doris Harland Osborne,,PDP,NA,NA,Christmas card,NA
O221553,"AIDS related ephemera - AIDS Awareness Trading Card by Eclipse Enterprises, Forestville, California.  USA, 1993.","Loudon, Greg",Printed card,PDP,USA,1993,Print,NA
O216630,"19thC, Frith F. Nagasaki Temple, Japan 1367",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Nagasaki,1850s to 1870s,Photograph,NA
O215426,"19thC, Frith, F. Delhi, The Kutub Minar 3127",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Delhi,1850s to 1870s,Photograph,NA
O219414,"From an album of photographs, mostly albumen prints of the 1860's-1880's (250 photographs and 60 prints and a drawing) of topographical scenes of Britain and Europe. Anon. The town and vale of Llangollen, from an album, 1860s-1880s",Unknown,Lithograph,PDP,NA,1860-1880,Photograph,NA
O213453,"Poster from a set of 20, designed by John Heartfield entitled 'Wenn wir es alle nicht wollen ...' [If none of us want it, it will never be!], issued as no.8 of a series, published by Verlag für Agitations- und Anschauungsmittel with the Academy of Art D.D.R.. Germany, 1957",John Heartfield,Half-tone line block,PDP,Germany,1957,poster,NA
O214823,"19thC, Frith, F. Burgos from the River 2573",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Burgos (City),1850s to 1870s,Photograph,NA
O213388,"Topographical photograph of the north gallery of the Court of the Myrtles, Alhambra; albumen print by Caprlini (?), 1870 ca., Granada, Spain.
",Unknown,,PDP,Granada,1870 ca.,Photograph,NA
O214009,Josef Albers: Print - White Embossing on Gray VIII . 1971,Josef Albers,Inked embossed engravings,PDP,Los Angeles,1971,Print,NA
O218678,"Photograph from a collection of topographical photographs, 19thC, Frith F. Mosque of the Sultan, Cairo 653",Francis Frith,albumen print,PDP,Cairo,1856-1860,Photograph,NA
O212724,Topographical photograph,Unknown,,PDP,NA,NA,Photograph,NA
O217147,"19thC, Frith F. Reichenbach Falls 55",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,NA,1850s to 1870s,Photograph,NA
O213648,"Photograph of Pauline Lucca, late 19th c. Guy Little Collection.","Bassano, Alexander",Sepia photograph on paper,T&P,Great Britain,late 19th century,Photograph,NA
O217664,"19thC, Frith F. St Cloud, Cascade 4554",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,NA,1850s to 1870s,Photograph,NA
O214433,"19thC, Frith, F. Balmoral 1398",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Crathie,1850s to 1870s,Photograph,NA
O214620,"19thC, Frith, F. Bolton, View on the Ribble 275",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Bolton Abbey,1850s to 1870s,Photograph,NA
O218289,"Printed design for embroidered garlands, about 1725, by Margaretha Helm (1659-1742).","Helm, Margaretha",Engraving and etching on laid paper,PDP,Nuremberg,ca.1725,Embroidery design,NA
O221166,"Burnished red earthenware bottle, Egypt, Asyut, about 1880-1885.",Unknown,Burnished earthenware,MES,Asyut,ca. 1880-1885,Bottle,NA
O211317,Photograph from the O'Gorman family albums,Unknown,Gelatin-silver print  Platinum print,PDP,NA,ca.1900,Photograph,NA
O215730,"19thC, Frith F. Glastonbury Abbey 352",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Glastonbury,1850s to 1870s,Photograph,NA
O217590,"19thC, Frith F. Sinai, Mount Serbal 531",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,NA,1850s to 1870s,Photograph,NA
O220549,Embroidery designs - cockerels,,"Pencil, watercolour and coloured chalk, on thin paper and tracing paper. ",PDP,NA,NA,Drawing,NA
O211454,"Floral design patterns on a graph paper, ca. 1836-1854, by Sarah Bland (1810-1905).",Sarah Bland,Pen and ink and watercolour on graph paper,PDP,Great Britain,ca.1836-1854,Embroidery design,NA
O213028,"Photograph by Robert Napper, 'Loja from the west', Granada, Spain, albumen print, ca. 1863","Napper, Robert P.",Whole-plate albumen print from wet collodion glass negative,PDP,Spain,1863,Photograph,NA
O211330,Photograph from the O'Gorman family albums,Unknown,Gelatin-silver print  Platinum print,PDP,NA,ca.1900,Photograph,NA
O222006,"Design for textile by Karin Heath Warming, c.1960-1975","Warming, Karin Heath","Pencil, coloured chalks, watercolour, body  colour, photostatic prints, coloured inks and wash",PDP,Great Britain,ca. 1960-1975,Drawing,NA
O216983,"19thC, Frith F. Paris, Porte St Martin etc 4532",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Paris,1850s to 1870s,Photograph,NA
O215491,"19thC, Frith F. Dover, from the Eaplanade 2730",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Dover,1850s to 1870s,Photograph,NA
O211922,"Volume of sweet wrappers Redundant stockbooks (7) of sweet wrappers etc.,  from the confectionery company Mackintosh.",Unknown,,PDP,NA,NA,Print,NA
O212104,"Volume of sweet wrappers Redundant stockbooks (7) of sweet wrappers etc.,  from the confectionery company Mackintosh.",Unknown,,PDP,NA,NA,Print,NA
O215692,"19thC, Frith F. Furness Abbey 494",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Barrow-in-Furness,1850s to 1870s,Photograph,NA
O217822,"19thC, Frith F. Tintern Abbey, West Door 730",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Tintern Abbey,1850s to 1870s,Photograph,NA
O221715,"Trade labels, Fruit labels",Unknown,"Various techniques, including colour letterpress, screenprint etc.",PDP,NA,ca. 1985-1995,Print,NA
O215164,"19thC, Frith, F. Castleton, The Winnats 2128",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Castleton,1850s to 1870s,Photograph,NA
O211294,"Volume of sweet wrappers Redundant stockbooks (7) of sweet wrappers etc.,  from the confectionery company Mackintosh.",Unknown,,PDP,NA,NA,Print,NA
O212157,Plate from an original set of 60 -  Untitled Untitled. 55 unique plates from a set of 60.,Jennifer Eurita Manning,"Plates in the serious use various techniques including colour monoprint, screenprint, lithography, embossing, pen, ink, wash and collage.",PDP,Great Britain,1992-1995,Print,NA
O219306,"From an album of photographs, mostly albumen prints of the 1860's-1880's (250 photographs and 60 prints and a drawing) of topographical scenes of Britain and Europe. Anon. Unidentified religious statuary, from an album, dated 1914, albumen print",Unknown,,PDP,NA,1860-1880,Photograph,NA
O218399,"Photograph of Therese Titiens, mid to late 19th c. Guy Little Collection.",NA,Sepia photograph on paper,T&P,Great Britain,mid to late 19th century,Photograph,NA
O214450,"19thC, Frith, F. Barrackpore Government House 4246",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Barrackpore,1850s to 1870s,Photograph,NA
O214447,"19thC, Frith, F. Between Barmouth & Llanbedr 2503",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Barmouth,1850s to 1870s,Photograph,NA
O221297,"Photograph of Henry Irving as Dr Primrose in <i>Olivia</i>, Lyceum Theatre, 1885, Guy Little Collection.",NA,Sepia photograph on paper,T&P,Great Britain,1885,Photograph,NA
O213577,"Tile, fritware with underglaze painting in blue and red, Turkey (Iznik), second half of 16th century",Unknown,"Fritware, polychrome underglaze painted, glazed",MES,Iznik,1550-1600,Tile,NA
O221116,"Tile, mounted with six others, fritware, hexagonal, painted in colours and glazed, Iran (probably Isfahan), ca. 1600.",Unknown,"Fritware, painted and glazed",MES,Isfahan,ca. 1600,Tile,NA
O213319,Topographical photograph,J.R.H. Weaver,,PDP,NA,ca. 1910-1960,Photograph,NA
O211270,"Volume of sweet wrappers Redundant stockbooks (7) of sweet wrappers etc.,  from the confectionery company Mackintosh.",Unknown,,PDP,NA,NA,Print,NA
O220669,"Barrel, earthenware, painted with flowers, English, probably painted by William Fifield, Bristol.",William Fifield,"Earthenware, painted",CER,Bristol,1836,Barrel,NA
O216050,"19thC, Frith F. Highest House, Kirkstone Pass 3956",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Ambleside,1850s to 1870s,Photograph,NA
O217077,"19thC, Frith F. Plumpton Rocks 266",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,NA,1850s to 1870s,Photograph,NA
O211203,"Volume of sweet wrappers Redundant stockbooks (7) of sweet wrappers etc.,  from the confectionery company Mackintosh.",Unknown,,PDP,NA,NA,Print,NA
O213809,"Photograph of Pauline Lucca, late 19th c. Guy Little Collection.",NA,Sepia photograph on paper,T&P,Great Britain,late 19th century,Photograph,NA
O212928,Topographical photograph,Unknown,,PDP,NA,NA,Photograph,NA
O212832,Topographical photograph,Unknown,,PDP,NA,NA,Photograph,NA
O215715,"19thC, Frith F. Gersau, Lake Lucerne 96",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Gersau,1850s to 1870s,Photograph,NA
O216993,"19thC, Frith F. Pemberth Cove 2043",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Cornwall,1850s to 1870s,Photograph,NA
O211963,"Volume of sweet wrappers Redundant stockbooks (7) of sweet wrappers etc.,  from the confectionery company Mackintosh.",Unknown,,PDP,NA,NA,Print,NA
O221129,"Bowl of earthenware with a high foot and the upper part is cylindrical, Iran, 10th-11th century.",Unknown,"Earthenware, incised through a white slip and covered inside with a green glaze",MES,Iran,10th century-11th century,Bowl,NA
O219528,"From an album of photographs, mostly albumen prints of the 1860's-1880's (250 photographs and 60 prints and a drawing) of topographical scenes of Britain and Europe. Anon. Clovelly - two men on a path, from an album, 1860s-1880s, albumen print",Unknown,,PDP,NA,1860-1880,Photograph,NA
O214719,"19thC, Frith, F. (H. Rosling, attrib.) Borgund 395",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Borgund,1850s to 1870s,Photograph,NA
O214622,"19thC, Frith, F. Bolton Abbey 1401",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,NA,1850s to 1870s,Photograph,NA
O216144,"19thC, Frith F. Cedars of Lebanon 615",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Lebanon,1850s to 1870s,Photograph,NA
O219898,"Portrait miniature of Richard I, one of a series, watercolour on vellum, dated 1733, painted by Bernard Lens (1682-1740).","Lens, Bernard (III)",Watercolour on vellum,PDP,England,1733,Portrait miniature,NA
O211765,"Le Jeune, Joliot, L., Paris. Carte de visite, Princess of Wales, 19th c., albumen print",NA,Albumen print,PDP,Paris,late 19th century,Photograph,NA
O220393,"Drawing by Elizabeth Anne Hunt, design for the label of a packet of Safeway cotton wool, pencil and watercolour on thick surface board protected by overlays, Great Britain, 1984",Elizabeth Hunt,"Pencil and watercolour, on thick surface board protected by overlays",PDP,Great Britain,1984,Drawing,NA
O214142,"Folder of photographic illustrations of metalwork by Staynes and Wolfe Ltd., photograph inside a brown paper folder. Great Britain, ca. 1902",NA,Letterpress on brown paper and a photograph,PDP,Great Britain,ca. 1902,Print,NA
O221858,"Design for textile by Karin Heath Warming, c.1960-1975","Warming, Karin Heath","Pencil, watercolour, bodycolour, coloured chalk, photostatic prints, colour half tone, off-set  lithography, photographs, on various papers",PDP,Great Britain,ca. 1960-1975,Drawing,NA
O218211,"Photograph of G.F. Neville, mid to late 19th c. Guy Little Collection.",NA,Sepia photograph on paper,T&P,Great Britain,mid to late 19th century,Photograph,NA
O215609,"19thC, Frith F. At Festiniog 3595",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Blaenau Ffestiniog,1850s to 1870s,Photograph,NA
O216668,"19thC, Frith F. Nassick, Up the River 4314",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Nashik,1850s to 1870s,Photograph,NA
O211461,"Design for an embroidered bag, ca.1836-1854, by Sarah Bland (1810-1905)","Bland, Sarah",Pen and ink,PDP,Great Britain,ca. 1836-1854,Embroidery design,NA
O217554,"19thC, Frith F. Shrewsbury, Welsh Bridge 2167",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Shrewsbury,1850s to 1870s,Photograph,NA
O219680,"Design by Neisha Crosland, for a wallpaper entitled 'Polka', commissioned and produced by Harlequin Wall Coverings Ltd. for a collection of wallpapers and furniture textiles, pencil, gouache, metallic pigment and collage, Great Britain, 1990",Neisha Crosland,"Pencil, gouache, metallic pigment and collage, mounted on thin card",PDP,Great Britain,1990,Drawing,NA
O218651,"19thC, Frith F. York, St Mary's Abbey 3452",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,NA,1850s to 1870s,Photograph,NA
O213879,"Six small photographs of Mrs. Langtry, ca. late 19th to early 20th c. Guy Little Collection.",NA,Sepia photograph on paper,T&P,Great Britain,ca. late 19th century - ealy 20th century,Photograph,NA
O220716,"Photograph of Zaré Thalberg, late 19th c. Guy Little Collection.",NA,Sepia photograph on paper,T&P,Great Britain,late 19th century,Photograph,NA
O211900,Plan and elevation of a small house for an unidentified project; the Vanbrugh Album; in the style of Sir John Vanbrugh; early 18th century.,Sir John Vanbrugh,"Pen, ink and wash",PDP,England,early 18th century,Design,NA
O222086,"Design for textile by Karin Heath Warming, c.1960-1975","Warming, Karin Heath","Pencil, coloured chalks, watercolour, body  colour, photostatic prints, coloured inks and wash",PDP,Great Britain,ca. 1960-1975,Drawing,NA
O219524,"From an album of photographs, mostly albumen prints of the 1860's-1880's (250 photographs and 60 prints and a drawing) of topographical scenes of Britain and Europe. Anon. Reredos, St. John's, Torquay, from an album, 1860s-1880s, albumen print",Unknown,,PDP,NA,1860-1880,Photograph,NA
O216635,"19thC, Frith F. Naples 2826",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Naples,1850s to 1870s,Photograph,NA
O211261,"Volume of sweet wrappers Redundant stockbooks (7) of sweet wrappers etc.,  from the confectionery company Mackintosh.",Unknown,,PDP,NA,NA,Print,NA
O215710,"19thC, Frith F. View among the Pyramids of Geezeh 1922",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Pyramids of Giza,1850s to 1870s,Photograph,NA
O213985,Print - Embossed Linear Constructions,Josef Albers,Inkless embossed engraving,PDP,NA,NA,Print,NA
O220597,Embroidery designs - coloured designs,,"Pencil, watercolour and coloured chalk, on thin paper and tracing paper. ",PDP,NA,NA,Drawing,NA
O212758,Topographical photograph,Unknown,,PDP,NA,NA,Photograph,NA
O219122,"Plan and section of altar slab (3) by Stephen Cox for St Paul's Church, Harringay, London, 1990. Felt-tip pen on squared paper. ",Stephen Cox,Felt-tip pen on squared paper,PDP,NA,1990,Architectural design,NA
O217370,"19thC, Frith F. View near Rydal 4718",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,NA,1850s to 1870s,Photograph,NA
O216538,"19thC, Frith F. Matlock, Derwent Terrace 2094",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Matlock,1850s to 1870s,Photograph,NA
O213799,"Engraving, coat of arms of Herriott, within Engraver's record book, ca. 1710, English, ink and paper",Unknown,Pull from metalwork,PDP,Great Britain,1600-1800,Print,NA
O211503,"Specimen of wallpaper with a design taken from an embroidery of the period of Henri II; Design based on an embroidery of the period of Henri II;  Designed by Paul Balin; Embossed, coloured and gilt; Exhibited at the Vienna Exhibition of 1873; Produced by Paul Balin, Paris; 1850-1873.","Balin, Paul","Embossed, coloured and gilt",PDP,Paris,1850-73,Wallpaper,NA
O215264,"19thC, Frith, F. Chiavenna 166",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Chiavenna,1850s to 1870s,Photograph,NA
O214205,"Winsor and Newton Poster Colour, 1970",Unknown,,PDP,NA,1970,Print,NA
O215885,"19thC, Frith F. Hawkshead 1669",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Hawkshead,1850s to 1870s,Photograph,NA
O217197,"19thC, Frith F. Ripon Minster, Choir West 3862",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,NA,1850s to 1870s,Photograph,NA
O220388,"Print by Elizabeth Anne Hunt, label for a tin of Safeway peach slices in natural juice, 822g size, offset lithography on coated paper, Great Britain, 1986",Elizabeth Hunt,"Offset lithography on coated paper, ground printed in dark green",PDP,Great Britain,1986,Print,NA
O218133,"19thC, Frith F. The Horse Guards, Whitehall 2743",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,NA,1850s to 1870s,Photograph,NA
O214692,"19thC, Frith, F. Bombay, Public Works Offices 4266",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Bombay,1850s to 1870s,Photograph,NA
O221021,"Photograph of Tommaso Salvini, 19th c. Guy Little Collection",NA,Sepia photograph on paper,T&P,Great Britain,19th century,Photograph,NA
O213486,19th century topographical photograph,Unknown,,PDP,NA,19th century,Photograph,NA
O211138,"Volume of sweet wrappers Redundant stockbooks (7) of sweet wrappers etc.,  from the confectionery company Mackintosh.",Unknown,,PDP,NA,NA,Print,NA
O214973,"19thC, Frith, F. Calcutta, On the Hooghly 4234",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Hugli (river),1850s to 1870s,Photograph,NA
O217505,"19thC, Frith F. Seville Cathedral 2549",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Seville,1850s to 1870s,Photograph,NA
O211104,"Volume of sweet wrappers Redundant stockbooks (7) of sweet wrappers etc.,  from the confectionery company Mackintosh.",Unknown,,PDP,NA,NA,Print,NA
O215873,"19thC, Frith F. Hardwick Hall [print incomplete] 285",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Derbyshire,1850s to 1870s,Photograph,NA
O214306,"19thC, Frith, F. Shah Alum's Mosque, Ahmedabad 1303",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Ahmedabad,1850s to 1870s,Photograph,NA
O216513,"19thC, Frith F. Marlow, River Thames 4575",Francis Frith,Whole-plate albumen print from wet collodion glass negative,PDP,Marlow,1850s to 1870s,Photograph,NA
